-1.275400865186081090e+00,1.323722188613924322e+00,-1.518025533406608618e+00,5.003455411530779440e-01,-3.403533589661423275e-01,1.454051262117231902e+00,1.216949852206568261e+00,-6.285315099551349594e-01,3.358080730275030401e-01,-8.929958093591959800e-01,1.113468939468811092e+00,-9.473347928569005871e-01,-1.346438678940115707e+00,1.081401309609237638e+00,-1.426259675008349381e+00,5.303448782606721146e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.582214664347083133e-01,-6.393819572575544230e-01,1.025255229473508001e+00,9.817000494763838958e-01,-1.507881290032662580e+00,-1.493690512647459334e+00,7.154063423014634937e-01,-6.285315099551349594e-01,5.629371878394718864e-01,-1.428717315905966512e+00,-1.322839167403117466e+00,1.266224568963841168e+00,-1.654680948888337166e+00,-6.405522008775195175e-01,1.326786210344498063e+00,-1.068591248107294112e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.882527820045077682e-01,-3.939939390236196215e-01,-1.576990485476882586e+00,-4.797381383672628674e-01,-1.507881290032662580e+00,-1.162701444138132478e+00,-1.213607157333554509e+00,1.348152515231015869e+00,1.547163352024670147e+00,1.135092751139292755e+00,6.947284836001984543e-01,3.884337875521676198e-01,6.956663594668511807e-01,-1.501528956120897984e+00,1.591048490221448120e+00,-1.247356368061820486e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.504695714873924395e+00,5.875581339121198621e-01,-8.949996247395634041e-01,7.430066532926566936e-01,1.410938537633638079e+00,-8.904027931652336303e-01,5.954175242555743985e-02,-5.122559790618319564e-01,-7.998375010323411916e-01,1.288156038724084240e+00,-6.661779979727930345e-02,1.228059752380724845e+00,8.112572106974341724e-01,1.224897435483133901e+00,1.073471605250730931e+00,1.106724804767447390e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.160753440342159548e+00,1.078334170379989576e+00,-9.728778633229440143e-01,-1.059412185369169812e+00,-9.241173244994024261e-01,6.871095647606811907e-01,-1.483669047282456965e+00,9.218089019555716357e-01,-1.405515140530924745e+00,-8.941354953904008529e-02,1.113468939468811092e+00,1.457048651879422341e+00,1.273620615619766250e+00,-7.840483267514158916e-01,-1.328322063679401532e+00,1.564899067946349920e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.361489906224115698e+00,1.569110206847859290e+00,1.102762619301729696e+00,1.697577803540022190e+00,-3.403533589661423275e-01,1.985844240919571180e-01,1.487011742155470717e+00,1.309394004933248201e+00,1.017195417463409690e+00,-1.122590740736383319e+00,-4.092236273261442570e-01,-5.656866270257382423e-01,-1.423499246427171183e+00,1.224897435483133901e+00,8.491977705941645693e-01,3.470346503397724325e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.046106015498238007e+00,1.323722188613924322e+00,9.702079531064243534e-02,6.759082964357563394e-01,1.410938537633638079e+00,-1.086927552592646506e+00,-1.213607157333554509e+00,6.504993298711979621e-01,7.082410574687275640e-02,-9.695274531515917227e-01,-1.094435282383874108e+00,1.594448880534702351e-01,-1.462029530170698921e+00,1.368393561357030386e+00,2.144720343418135555e-01,-1.050643547673813849e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.021637409664731599e-01,8.329461521460547191e-01,6.621942981728905497e-01,1.222776388770622447e+00,-3.403533589661423275e-01,-4.343077374514882627e-01,1.718493362111672917e+00,-1.752528308590397099e+00,-1.594789402874231987e+00,-9.695274531515917227e-01,-1.018300654044126397e+00,1.212800714703539950e-01,8.883177781844895371e-01,-1.501528956120897984e+00,-2.340193052837288845e-01,8.327369349005527832e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.160753440342159548e+00,-1.486059207896847367e-01,1.093120551667596807e+00,-2.116396869072248998e-01,2.434106065671178543e-01,-1.599587312840175635e+00,-1.213607157333554509e+00,1.115601453444409863e+00,1.622873056961993132e+00,1.479485148205073708e+00,-4.853582556658920244e-01,8.082467699664462879e-01,2.718332382880466747e-01,1.655385813104823134e+00,1.229954381794779866e-01,-6.665231510561578365e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.296630826288213245e-01,-1.130157993725424248e+00,1.627142759096492641e+00,1.194224450263244863e+00,1.410938537633638079e+00,1.558651895844921142e+00,-1.761878755984327971e-02,4.567067783823596239e-01,6.007920403081333793e-01,-8.941354953904008529e-02,2.379207135617117941e-01,1.418883835296306017e+00,7.341966432103788076e-01,-7.840483267514158916e-01,1.622891662616268382e+00,1.058971052935208101e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.168111658103947015e-01,1.323722188613924322e+00,-6.617357577445804884e-01,6.796562263765607570e-01,-3.403533589661423275e-01,8.245032100535565345e-01,-1.445088777289756488e+00,1.541945066719854207e+00,3.296925327821127738e-02,-1.122590740736383319e+00,-9.040987115345048286e-01,1.113565302631376097e+00,-1.905301666342854305e-01,1.655385813104823134e+00,1.122895273142496819e+00,-1.015643478315892079e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
